department,number,title,term
KIN,358,Athletic Training Practicum,Winter 2016
KIN,359,Athletic Training Practicum,Spring 2016
KIN,365,Emergency Management Of Sports Trauma,Fall 2016
KIN,370,Psychology Of Sport And Physical Activity,Winter 2016
KIN,370,Psychology Of Sport And Physical Activity,Spring 2016
KIN,370,Psychology Of Sport And Physical Activity,Summer 2016
KIN,370,Psychology Of Sport And Physical Activity,Fall 2016
KIN,380,Therapeutic Modalities,Winter 2016
KIN,380,Therapeutic Modalities,Summer 2016
KIN,380,Therapeutic Modalities,Fall 2016
KIN,381,Analysis Of Critical Issues In Kinesiology,Winter 2016
KIN,381,Analysis Of Critical Issues In Kinesiology,Spring 2016
KIN,381,Analysis Of Critical Issues In Kinesiology,Summer 2016
KIN,381,Analysis Of Critical Issues In Kinesiology,Fall 2016
KIN,385,Therapeutic Exercise,Spring 2016
KIN,385,Therapeutic Exercise,Fall 2016
KIN,394,Professional Activities: Resistance Training Program Design,Winter 2016
KIN,394,Professional Activities: Resistance Training Program Design,Spring 2016
KIN,394,Professional Activities: Resistance Training Program Design,Summer 2016
KIN,394,Professional Activities: Resistance Training Program Design,Fall 2016
KIN,395,Professional Activities: Group Fitness,Winter 2016
KIN,395,Professional Activities: Group Fitness,Spring 2016
KIN,395,Professional Activities: Group Fitness,Fall 2016
KIN,396,Professional Activities: Aquatics,Winter 2016
KIN,396,Professional Activities: Aquatics,Spring 2016
KIN,401,Research And Scholarship,Winter 2016
KIN,401,Research And Scholarship,Spring 2016
KIN,401,Research And Scholarship,Summer 2016
KIN,401,Research And Scholarship,Fall 2016
KIN,403,Thesis,Winter 2016
KIN,403,Thesis,Spring 2016
KIN,403,Thesis,Summer 2016
KIN,403,Thesis,Fall 2016
KIN,405,Reading And Conference,Winter 2016
KIN,405,Reading And Conference,Spring 2016
KIN,405,Reading And Conference,Summer 2016
KIN,405,Reading And Conference,Fall 2016
KIN,406,Projects,Winter 2016
KIN,406,Projects,Spring 2016
KIN,406,Projects,Summer 2016
KIN,406,Projects,Fall 2016
KIN,410,Internship,Winter 2016
KIN,410,Internship,Spring 2016
KIN,410,Internship,Summer 2016
KIN,410,Internship,Fall 2016
KIN,422,Facilitating Physical Activity For Children And Youth,Spring 2016
KIN,422,Facilitating Physical Activity For Children And Youth,Fall 2016
KIN,423,Qualitative Movement Analysis,Winter 2016
KIN,423,Qualitative Movement Analysis,Fall 2016
KIN,434,Applied Muscle Physiology,Winter 2016
KIN,435,Physical Activity Promotion,Winter 2016
KIN,435,Physical Activity Promotion,Spring 2016
KIN,437,"Physical Activity, Aging, And Chronic Disease",Winter 2016
KIN,437,"Physical Activity, Aging, And Chronic Disease",Spring 2016
KIN,444,Advanced Adapted Physical Activity,Winter 2016
KIN,444,Advanced Adapted Physical Activity,Fall 2016
KIN,452,Athletic Training Program Management,Fall 2016
KIN,455,Pharmacology In Athletic Training,Winter 2016
KIN,474,Exercise Physiology Lab Methods,Winter 2016
KIN,474,Exercise Physiology Lab Methods,Spring 2016
KIN,474,Exercise Physiology Lab Methods,Fall 2016
KIN,483,Tissue Injury And Repair,Winter 2016
KIN,499,Selected Topics,Fall 2016
LA,199,Special Topics,Fall 2016
LA,399,Special Topics,Summer 2016
LEAD,242,Personal Leadership Development,Winter 2016
LEAD,342,Team And Organizational Leadership,Spring 2016
LEAD,401,Leadership Research,Winter 2016
LEAD,401,Leadership Research,Spring 2016
LEAD,401,Leadership Research,Fall 2016
LEAD,407,Seminar,Winter 2016
LEAD,407,Seminar,Spring 2016
LEAD,407,Seminar,Fall 2016
LEAD,409,Practicum,Winter 2016
LEAD,409,Practicum,Spring 2016
LEAD,409,Practicum,Fall 2016
LEAD,410,Leadership Internship,Winter 2016
LEAD,410,Leadership Internship,Spring 2016
LEAD,410,Leadership Internship,Summer 2016
LEAD,410,Leadership Internship,Fall 2016
LEAD,442,Leadership Skills For Career Success,Spring 2016
LEAD,443,Leadership Through Conversations,Fall 2016
LEAD,444,Leadership Minor Capstone,Spring 2016
LING,114,Master/Apprentice Study Of A Less Commonly Taught Language,Fall 2016
LING,251,Languages Of Oregon,Winter 2016
LS,402,Independent Study,Winter 2016
LS,402,Independent Study,Spring 2016
LS,402,Independent Study,Fall 2016
LS,403,Thesis,Fall 2016
LS,406,Projects,Winter 2016
LS,406,Projects,Spring 2016
LS,406,Projects,Summer 2016
LS,406,Projects,Fall 2016
LS,410,Internship,Summer 2016
MATS,321,Introduction To Materials Science,Winter 2016
MATS,321,Introduction To Materials Science,Spring 2016
MATS,321,Introduction To Materials Science,Summer 2016
MATS,321,Introduction To Materials Science,Fall 2016
MATS,322,Mechanical Properties Of Materials,Winter 2016
MATS,322,Mechanical Properties Of Materials,Spring 2016
MATS,322,Mechanical Properties Of Materials,Summer 2016
MATS,322,Mechanical Properties Of Materials,Fall 2016
MB,110,Orientation To Microbiology,Fall 2016
MB,230,Introductory Microbiology,Winter 2016
MB,230,Introductory Microbiology,Spring 2016
MB,230,Introductory Microbiology,Summer 2016
MB,230,Introductory Microbiology,Fall 2016
MB,299,Special Topics,Winter 2016
MB,299H,Special Topics,Winter 2016
MB,302,General Microbiology,Winter 2016
MB,302,General Microbiology,Spring 2016
MB,302,General Microbiology,Summer 2016
MB,302,General Microbiology,Fall 2016
MB,303,General Microbiology Laboratory,Winter 2016
MB,303,General Microbiology Laboratory,Spring 2016
MB,303,General Microbiology Laboratory,Summer 2016
MB,303,General Microbiology Laboratory,Fall 2016
MB,310,Bacterial Molecular Genetics,Winter 2016
MB,311,Molecular Microbiology Lab: A Writing Intensive Course,Winter 2016
MB,311,Molecular Microbiology Lab: A Writing Intensive Course,Spring 2016
MB,312,Bacterial Physiology And Metabolism,Spring 2016
MB,385,Emerging Infectious Diseases And Epidemics,Spring 2016
MB,401,Research,Winter 2016
MB,401,Research,Spring 2016
MB,401,Research,Summer 2016
MB,401,Research,Fall 2016
MB,403,Thesis,Winter 2016
MB,403,Thesis,Spring 2016
MB,403,Thesis,Summer 2016
MB,403,Thesis,Fall 2016
MB,405,Reading And Conference,Winter 2016
MB,405,Reading And Conference,Spring 2016
MB,405,Reading And Conference,Summer 2016
MB,405,Reading And Conference,Fall 2016
MB,406,Special Projects,Winter 2016
MB,406,Special Projects,Spring 2016
MB,406,Special Projects,Summer 2016
MB,406,Special Projects,Fall 2016
MB,407,Seminar,Spring 2016
MB,410,Occupational Internship,Winter 2016
MB,410,Occupational Internship,Spring 2016
MB,410,Occupational Internship,Summer 2016
MB,410,Occupational Internship,Fall 2016
MB,416,Immunology,Summer 2016
MB,416,Immunology,Fall 2016
MB,417,Immunology Laboratory,Fall 2016
MB,420,"Microbial Genomes, Biogeochemistry, And Diversity",Fall 2016
MB,430,Bacterial Pathogenesis,Spring 2016
MB,434,Virology,Spring 2016
MB,435,Pathogenic Microbes Laboratory,Spring 2016
MB,440,Food Microbiology,Winter 2016
MB,441,Food Microbiology Laboratory,Winter 2016
MB,448,Microbial Ecology,Spring 2016
MB,456,Microbial Genetics And Biotechnology,Winter 2016
MB,479,Fermentation Microbiology,Spring 2016
MB,490,Microbiology Capstone Experience,Fall 2016
MB,491,Fish Diseases In Conservation Biology And Aquaculture,Spring 2016
MB,499,Special Topics,Winter 2016
MB,499,Special Topics,Spring 2016
MB,499,Special Topics,Summer 2016
MB,499,Special Topics,Fall 2016
ME,206,Projects,Winter 2016
ME,206,Projects,Summer 2016
ME,206,Projects,Fall 2016
ME,250,Introduction To Manufacturing Processes,Winter 2016
ME,250,Introduction To Manufacturing Processes,Spring 2016
ME,250,Introduction To Manufacturing Processes,Summer 2016
ME,250,Introduction To Manufacturing Processes,Fall 2016
ME,299,Special Topics,Winter 2016
ME,299,Special Topics,Spring 2016
ME,299,Special Topics,Fall 2016
ME,299H,Special Studies,Winter 2016
ME,306,Projects,Winter 2016
ME,306,Projects,Spring 2016
ME,306,Projects,Summer 2016
ME,306,Projects,Fall 2016
ME,311,Introduction To Thermal-Fluid Sciences,Winter 2016
ME,311,Introduction To Thermal-Fluid Sciences,Summer 2016
ME,311,Introduction To Thermal-Fluid Sciences,Fall 2016
ME,312,Thermodynamics,Winter 2016
ME,312,Thermodynamics,Spring 2016
ME,312H,Thermodynamics,Winter 2016
ME,316,Mechanics Of Materials,Winter 2016
ME,316,Mechanics Of Materials,Fall 2016
ME,317,Intermediate Dynamics,Winter 2016
ME,317,Intermediate Dynamics,Fall 2016
ME,317H,Intermediate Dynamics,Winter 2016
ME,331,Introductory Fluid Mechanics,Winter 2016
ME,331,Introductory Fluid Mechanics,Spring 2016
ME,331,Introductory Fluid Mechanics,Summer 2016
ME,332,Heat Transfer,Spring 2016
ME,332,Heat Transfer,Summer 2016
ME,332,Heat Transfer,Fall 2016
ME,332H,Heat Transfer,Fall 2016
ME,348,Advanced Solid Modeling,Fall 2016
ME,373,Mechanical Engineering Methods,Winter 2016
ME,373,Mechanical Engineering Methods,Summer 2016
ME,373,Mechanical Engineering Methods,Fall 2016
ME,373H,Mechanical Engineering Methods,Winter 2016
ME,382,Introduction To Design,Winter 2016
ME,382,Introduction To Design,Spring 2016
ME,382,Introduction To Design,Summer 2016
ME,382,Introduction To Design,Fall 2016
ME,382H,Introduction To Design,Fall 2016
ME,383,Mechanical Component Design,Winter 2016
ME,383,Mechanical Component Design,Spring 2016
ME,383H,Mechanical Component Design,Winter 2016
ME,401,Research,Winter 2016
ME,401,Research,Spring 2016
ME,401,Research,Summer 2016
ME,401,Research,Fall 2016
ME,403,Thesis,Winter 2016
ME,403,Thesis,Spring 2016
ME,403,Thesis,Summer 2016
ME,403,Thesis,Fall 2016
ME,405,Reading And Conference,Winter 2016
ME,405,Reading And Conference,Spring 2016
ME,405,Reading And Conference,Summer 2016
ME,405,Reading And Conference,Fall 2016
ME,406,Projects,Winter 2016
ME,406,Projects,Spring 2016
ME,406,Projects,Summer 2016
ME,406,Projects,Fall 2016
ME,407,Seminar,Winter 2016
ME,410,Internship,Winter 2016
ME,410,Internship,Spring 2016
ME,410,Internship,Summer 2016
ME,410,Internship,Fall 2016
ME,411,Aerospace Applications In Mechanical Engineering,Winter 2016
ME,412,Design Of Mechanisms,Spring 2016
ME,413,Computer-Aided Design And Manufacturing,Summer 2016
ME,413,Computer-Aided Design And Manufacturing,Fall 2016
ME,420,Applied Stress Analysis,Fall 2016
ME,422,Mechanical Vibrations,Winter 2016
ME,424,Finite Element Modeling Of Mechanical Engineering Systems,Winter 2016
ME,430,Systems Dynamics And Control,Winter 2016
ME,430,Systems Dynamics And Control,Fall 2016
ME,430H,Systems Dynamics And Control,Fall 2016
ME,443,Renewable Energy: Thermal Fluid Systems,Spring 2016
ME,445,Introduction To Combustion,Winter 2016
ME,450,Applied Heat Transfer,Winter 2016
ME,451,Introduction To Instrumentation And Measurement Systems,Winter 2016
ME,451,Introduction To Instrumentation And Measurement Systems,Summer 2016
ME,451,Introduction To Instrumentation And Measurement Systems,Fall 2016
ME,452,Thermal And Fluids Sciences Laboratory,Winter 2016
ME,453,Structure And Mechanics Laboratory,Winter 2016
ME,460,Intermediate Fluid Mechanics,Fall 2016
ME,461,Gas Dynamics,Winter 2016
ME,480,Materials Selection,Fall 2016
ME,484,Fracture Of Materials,Fall 2016
ME,497,Mime Capstone Design,Winter 2016
ME,497,Mime Capstone Design,Fall 2016
ME,498,Mime Capstone Design,Winter 2016
ME,498,Mime Capstone Design,Spring 2016
ME,499,Special Topics,Winter 2016
ME,499,Special Topics,Spring 2016
ME,499,Special Topics,Fall 2016
MFGE,285,Introduction To Industrial And Manufacturing Engineering,Fall 2016
MFGE,336,Production Engineering,Winter 2016
MFGE,336,Production Engineering,Spring 2016
MFGE,337,Materials And Manufacturing Processes,Winter 2016
MFGE,436,Lean Manufacturing Systems Engineering,Fall 2016
MFGE,438,Composites Manufacturing,Fall 2016
MFGE,499,Special Topics,Spring 2016
MGMT,364,Project Management,Winter 2016
MGMT,364,Project Management,Spring 2016
MGMT,364,Project Management,Fall 2016
MGMT,452,Leadership,Spring 2016
MGMT,452,Leadership,Fall 2016
MGMT,453,Human Resources Management,Winter 2016
MGMT,453,Human Resources Management,Spring 2016
MGMT,453,Human Resources Management,Fall 2016
MGMT,455,Influence And Negotiation,Winter 2016
MGMT,455,Influence And Negotiation,Spring 2016
MGMT,456,Management Field Practicum,Spring 2016
MGMT,456,Management Field Practicum,Fall 2016
MGMT,457,Supply Chain Strategy,Winter 2016
MGMT,457,Supply Chain Strategy,Spring 2016
MGMT,459,Managing Ethics And Corporate Social Responsibility,Winter 2016
MGMT,459,Managing Ethics And Corporate Social Responsibility,Spring 2016
MIME,101,Introduction To Mime,Fall 2016
MIME,299,Special Topics,Spring 2016
MIME,399,Special Topics,Summer 2016
MRKT,396,Fundamentals Of Marketing Research,Spring 2016
MRKT,486,Customer Relationship Management (Crm),Fall 2016
MRKT,488,Personal Selling,Winter 2016
MRKT,488,Personal Selling,Fall 2016
MRKT,489,Personal Selling Skills Development,Winter 2016
MRKT,489,Personal Selling Skills Development,Spring 2016
MRKT,489,Personal Selling Skills Development,Fall 2016
MRKT,492,Consumer Behavior,Spring 2016
MRKT,492,Consumer Behavior,Fall 2016
MRKT,493,Advertising Management,Winter 2016
MRKT,493,Advertising Management,Spring 2016
MRKT,493,Advertising Management,Fall 2016
MRKT,495,Retail Management,Winter 2016
MRKT,495,Retail Management,Fall 2016
MRKT,496,Marketing Research Practicum,Winter 2016
MRKT,497,Global Marketing,Spring 2016
MRKT,497,Global Marketing,Fall 2016
MRKT,499,Marketing Policy,Winter 2016
MRKT,499,Marketing Policy,Spring 2016
MS,111,Military Science I: Introduction To Army Leadership And Rotc,Summer 2016
MS,111,Military Science I: Introduction To Army Leadership And Rotc,Fall 2016
MS,112,Military Science I: Introduction To Basic Military Skills,Winter 2016
MS,112,Military Science I: Introduction To Basic Military Skills,Summer 2016
MS,113,Military Science I: Introduction To Tactical Leadership,Spring 2016
MS,113,Military Science I: Introduction To Tactical Leadership,Summer 2016
MS,130,Military Physical Conditioning,Winter 2016
MS,130,Military Physical Conditioning,Spring 2016
MS,130,Military Physical Conditioning,Fall 2016
MS,211,Military Science Ii: Foundations Of Leadership I,Summer 2016
MS,211,Military Science Ii: Foundations Of Leadership I,Fall 2016
MS,212,Military Science Ii: Fundamentals Of Leadership Ii,Winter 2016
MS,212,Military Science Ii: Fundamentals Of Leadership Ii,Summer 2016
MS,213,Military Science Ii: Fundamentals Of Military Operations,Spring 2016
MS,213,Military Science Ii: Fundamentals Of Military Operations,Summer 2016
MS,214,Military Science: Leader'S Training Course (Ltc),Summer 2016
MS,311,Military Science Iii: Leadership And Management Of Military,Fall 2016
MS,312,Military Science Iii: Leadership And Management Of Military,Winter 2016
MS,313,Military Science Iii: Leadership And Management Of Military,Spring 2016
MS,314,Military Science: Leader Development And Assessment Course,Summer 2016
MS,405,Reading And Conference,Winter 2016
MS,405,Reading And Conference,Spring 2016
MS,405,Reading And Conference,Summer 2016
MS,405,Reading And Conference,Fall 2016
MS,411,Military Science Iv: Adaptive Leadership,Fall 2016
MS,412,Military Science Iv: Preparation For Officership,Winter 2016
MS,413,Military Science Iv: Preparation For Officership,Spring 2016
MTH,065,Elementary Algebra,Spring 2016
MTH,095,Intermediate Algebra,Spring 2016
MTH,102,Algebraic Foundations,Summer 2016
MTH,102,Algebraic Foundations,Fall 2016
MTH,103,Algebraic Reasoning,Winter 2016
MTH,103,Algebraic Reasoning,Spring 2016
MTH,103,Algebraic Reasoning,Fall 2016
MTH,105,Introduction To Contemporary Mathematics,Winter 2016
MTH,105,Introduction To Contemporary Mathematics,Spring 2016
MTH,105,Introduction To Contemporary Mathematics,Summer 2016
MTH,105,Introduction To Contemporary Mathematics,Fall 2016
MTH,111,College Algebra,Winter 2016
MTH,111,College Algebra,Spring 2016
MTH,111,College Algebra,Summer 2016
MTH,111,College Algebra,Fall 2016
MTH,112,Elementary Functions,Winter 2016
MTH,112,Elementary Functions,Spring 2016
MTH,112,Elementary Functions,Summer 2016
MTH,112,Elementary Functions,Fall 2016
MTH,199,Special Topics,Winter 2016
MTH,199,Special Topics,Spring 2016
MTH,199,Special Topics,Fall 2016
MTH,211,Foundations Of Elementary Mathematics,Winter 2016
MTH,211,Foundations Of Elementary Mathematics,Fall 2016
MTH,212,Foundations Of Elementary Mathematics,Winter 2016
MTH,212,Foundations Of Elementary Mathematics,Spring 2016
MTH,231,Elements Of Discrete Mathematics,Winter 2016
MTH,231,Elements Of Discrete Mathematics,Spring 2016
MTH,231,Elements Of Discrete Mathematics,Summer 2016
MTH,231,Elements Of Discrete Mathematics,Fall 2016
MTH,241,Calculus For Management And Social Science,Winter 2016
MTH,241,Calculus For Management And Social Science,Spring 2016
MTH,241,Calculus For Management And Social Science,Summer 2016
MTH,241,Calculus For Management And Social Science,Fall 2016
MTH,245,"Mathematics For Management, Life, And Social Sciences",Winter 2016
MTH,245,"Mathematics For Management, Life, And Social Sciences",Spring 2016
MTH,245,"Mathematics For Management, Life, And Social Sciences",Summer 2016
MTH,245,"Mathematics For Management, Life, And Social Sciences",Fall 2016
MTH,251,Differential Calculus,Winter 2016
MTH,251,Differential Calculus,Spring 2016
MTH,251,Differential Calculus,Summer 2016
MTH,251,Differential Calculus,Fall 2016
MTH,251H,Differential Calculus,Fall 2016
MTH,252,Integral Calculus,Winter 2016
MTH,252,Integral Calculus,Spring 2016
MTH,252,Integral Calculus,Summer 2016
MTH,252,Integral Calculus,Fall 2016
MTH,252H,Integral Calculus,Winter 2016
MTH,252H,Integral Calculus,Fall 2016
MTH,253,Infinite Series And Sequences,Spring 2016
MTH,254,Vector Calculus I,Winter 2016
MTH,254,Vector Calculus I,Spring 2016
MTH,254,Vector Calculus I,Summer 2016
MTH,254,Vector Calculus I,Fall 2016
MTH,254H,Vector Calculus I,Winter 2016
MTH,254H,Vector Calculus I,Spring 2016
MTH,254H,Vector Calculus I,Fall 2016
MTH,255,Vector Calculus Ii,Winter 2016
MTH,255,Vector Calculus Ii,Spring 2016
MTH,255,Vector Calculus Ii,Summer 2016
MTH,255,Vector Calculus Ii,Fall 2016
MTH,255H,Vector Calculus Ii,Winter 2016
MTH,256,Applied Differential Equations,Winter 2016
MTH,256,Applied Differential Equations,Spring 2016
MTH,256,Applied Differential Equations,Summer 2016
MTH,256,Applied Differential Equations,Fall 2016
MTH,256H,Applied Differential Equations,Winter 2016
MTH,256H,Applied Differential Equations,Spring 2016
MTH,268,Mathematical Ideas In Biology,Spring 2016
